category,sleep,recovery,body,set,reps,weights,Duration
gain,4,2,1,2,0,10,0
fit,4,5,1,2,14,11,16
fit,2,5,1,3,20,22,17
gain,1,3,1,3,0,12,0
gain,1,1,0,0,0,12,28
gain,4,5,1,0,15,17,21
fit,1,5,1,2,19,6,17
gain,1,1,0,2,9,5,0
fit,4,4,1,2,20,15,24
fit,1,3,1,2,15,6,0
fit,4,5,0,2,15,12,27
gain,2,2,0,2,12,6,17
fit,1,5,0,2,20,14,15
gain,4,5,0,2,13,13,20
fit,1,5,0,2,20,22,23
fit,1,2,1,2,16,5,18
gain,4,2,0,3,0,9,15
fit,4,2,1,2,19,7,20
loss,1,5,0,2,19,15,14
fit,1,4,0,2,20,9,16
gain,1,2,1,2,17,22,37
fit,1,5,1,2,20,9,20
fit,1,1,0,2,16,2,0
gain,4,2,1,0,8,8,0
gain,4,4,0,3,16,11,28
gain,1,2,0,2,9,7,10
fit,4,3,0,0,3,12,19
fit,4,4,1,3,17,12,20
loss,1,1,0,0,14,0,21
loss,1,5,1,2,20,8,11
gain,3,4,1,0,3,5,30
loss,1,1,1,2,1,8,2
fit,1,2,1,2,6,6,21
fit,3,1,0,2,16,6,17
loss,1,4,0,2,19,0,17
gain,1,4,1,2,1,3,0
gain,1,2,0,2,2,14,13
loss,1,5,0,3,9,5,0
loss,4,2,0,2,17,11,25
loss,1,1,1,2,14,7,21
fit,4,4,0,0,20,22,20
loss,1,4,0,2,12,11,19
loss,1,1,0,2,5,0,14
gain,1,2,0,3,4,15,29
loss,4,4,1,3,20,12,23
gain,4,4,0,3,10,22,28
fit,1,3,1,2,10,0,18
fit,1,5,0,2,17,7,19
gain,1,3,0,3,17,7,20
gain,4,2,1,3,11,22,19
loss,4,5,1,3,20,22,6
gain,4,4,0,2,14,8,0
gain,4,4,0,0,17,7,27
loss,4,4,1,0,12,22,25
fit,1,4,0,2,0,0,15
gain,4,4,1,3,2,22,24
gain,1,2,0,0,0,8,0
gain,4,5,1,2,20,8,21
gain,1,4,0,0,16,16,15
loss,1,2,0,2,10,4,26
gain,1,3,1,2,18,14,22
gain,4,3,0,2,10,10,18
loss,3,4,0,2,20,10,14
loss,4,3,0,2,20,13,39
loss,1,2,0,2,8,0,14
fit,1,3,1,2,14,5,8
loss,1,2,1,2,7,3,13
fit,1,2,0,2,14,12,17
loss,1,3,0,2,1,13,20
loss,3,4,1,2,14,5,14
fit,2,1,1,2,16,5,12
gain,1,2,0,2,6,17,19
fit,4,5,1,2,20,19,30
loss,4,4,0,2,9,5,14
loss,1,4,1,2,16,11,15
gain,2,3,1,0,0,7,10
fit,1,4,0,2,13,22,26
gain,4,2,0,2,13,14,35
fit,1,4,0,0,4,6,19
fit,1,5,1,2,20,13,20
gain,1,4,0,2,4,6,0
fit,1,3,0,2,20,10,20
gain,4,5,0,2,16,14,26
fit,1,3,0,2,17,10,20
gain,1,5,0,2,15,15,18
loss,1,4,0,2,13,0,12
fit,4,5,0,3,20,9,23
fit,1,5,0,2,7,4,0
loss,1,1,0,2,8,9,14
gain,4,1,1,3,0,15,1
gain,2,1,0,0,0,0,0
gain,1,4,0,2,7,7,18
gain,4,5,0,3,20,22,31
fit,1,3,0,2,11,10,14
gain,1,1,0,2,14,2,14
gain,4,4,1,2,1,12,36
gain,4,4,1,0,0,15,0
gain,1,3,1,0,13,12,0
fit,4,3,1,0,0,8,26
fit,2,2,1,2,14,11,14
loss,1,3,0,2,6,3,11
fit,1,4,1,2,17,14,0
loss,1,3,0,2,7,0,27
loss,1,1,1,2,20,12,36
gain,4,3,0,2,12,10,23
loss,1,3,0,2,19,12,14
fit,1,1,0,0,0,0,15
fit,1,2,1,2,0,6,12
loss,1,1,1,2,1,0,0
gain,4,2,0,2,9,11,0
fit,1,4,0,0,14,12,23
gain,4,1,1,3,11,16,30
fit,1,4,0,2,19,3,22
loss,1,4,0,2,14,0,0
fit,1,5,0,2,15,21,35
gain,1,5,0,2,0,3,17
loss,1,2,0,1,14,3,25
gain,4,2,1,3,8,18,39
fit,1,4,0,2,10,3,23
loss,4,5,0,0,0,2,0
gain,1,1,1,2,4,10,17
gain,1,1,1,0,0,4,18
loss,1,2,0,2,20,7,16
gain,1,5,0,2,8,7,18
fit,1,5,0,2,6,10,0
gain,3,2,1,2,12,6,18
fit,1,3,1,2,8,12,20
gain,1,5,1,2,11,11,0
loss,4,3,0,3,12,9,22
fit,4,5,0,0,19,11,18
fit,1,4,0,2,10,12,18
gain,3,4,1,2,17,15,36
fit,1,5,1,2,12,10,16
gain,1,2,0,2,16,1,16
gain,1,2,0,2,20,13,19
loss,4,5,0,2,20,22,40
fit,4,4,1,2,20,17,17
gain,1,2,0,2,2,1,0
fit,1,1,0,2,0,5,0
gain,4,2,0,0,3,16,20
fit,1,4,0,2,15,9,17
gain,3,2,1,2,13,9,20
gain,1,4,0,0,4,7,19
fit,4,1,0,2,15,7,15
loss,1,1,0,2,20,17,16
gain,4,4,1,0,16,12,24
gain,1,2,0,0,0,9,0
fit,4,4,0,2,1,8,17
fit,2,1,0,0,19,3,16
loss,1,1,0,0,0,0,15
loss,1,5,0,2,9,2,13
gain,1,1,1,2,16,10,17
loss,4,5,1,2,20,6,16
loss,3,1,1,2,4,5,29
fit,1,2,1,2,3,12,21
fit,1,5,0,2,20,7,17
fit,1,2,0,2,8,0,12
gain,4,2,0,2,11,16,14
gain,4,2,0,0,2,13,17
loss,4,2,0,0,10,3,15
fit,4,5,0,3,20,16,1
gain,1,4,1,2,16,1,22
fit,1,1,0,2,1,8,15
loss,4,4,1,2,20,14,26
fit,4,1,0,0,0,1,0
loss,1,5,0,2,20,4,14
loss,1,1,0,0,10,0,9
gain,4,3,0,2,9,3,0
fit,1,5,0,2,0,4,14
gain,1,1,1,2,9,10,15
gain,1,2,0,2,6,6,17
fit,1,4,1,3,13,9,29
loss,3,2,0,3,9,10,16
gain,1,2,1,2,16,7,16
loss,2,4,0,2,5,6,20
gain,1,1,1,2,5,14,19
gain,2,5,1,2,20,22,35
fit,3,5,0,0,17,7,16
loss,1,1,0,0,0,0,17
gain,1,2,1,2,10,9,18
gain,3,2,1,3,4,20,29
gain,1,1,0,2,10,2,12
fit,3,2,1,3,18,6,19
loss,4,1,0,2,10,6,16
fit,4,2,0,2,8,13,12
gain,4,2,0,3,18,16,10
fit,1,3,1,2,19,21,22
loss,1,4,0,2,17,5,14
loss,1,3,1,3,20,11,27
loss,1,3,0,2,0,8,15
loss,4,3,0,0,20,8,23
fit,4,2,0,0,8,2,0
loss,2,1,1,2,1,0,6
fit,1,4,1,2,3,8,20
fit,1,2,1,2,10,7,21
fit,1,5,0,2,5,5,15
fit,4,2,0,0,6,6,19
fit,4,4,0,0,16,8,15
fit,1,3,1,3,19,15,28
gain,1,1,1,2,6,8,32
fit,2,2,0,0,8,7,0
fit,4,2,0,3,20,22,40
gain,4,2,1,2,8,18,40
fit,4,1,1,2,7,20,40
gain,1,5,1,2,20,22,21
gain,3,5,0,3,13,22,29
gain,1,3,1,0,0,22,16
gain,2,5,0,3,20,18,16
fit,1,3,0,2,20,10,15
fit,1,5,1,2,7,13,35
fit,1,5,0,2,15,10,20
fit,1,4,0,2,13,13,30
loss,4,5,0,2,7,9,0
loss,4,5,1,2,4,9,0
loss,4,2,0,2,18,11,18
fit,1,3,1,2,0,5,0
gain,3,5,1,2,7,4,28
fit,1,1,1,0,0,8,18
gain,1,2,0,0,10,10,22
fit,1,4,0,0,17,5,13
gain,4,3,1,2,20,13,32
loss,1,2,0,2,11,0,15
gain,4,5,1,3,18,16,36
gain,1,2,1,2,10,18,25
loss,1,4,1,2,17,0,22
loss,1,4,0,2,11,2,2
gain,1,3,0,0,0,6,14
gain,1,4,1,0,0,0,15
loss,1,3,0,0,9,3,0
loss,1,2,1,2,18,14,26
gain,4,1,1,2,20,11,22
loss,1,3,1,2,8,6,16
fit,1,3,0,0,0,5,14
gain,1,2,1,3,5,22,26
loss,1,4,0,0,16,8,24
fit,1,2,0,2,13,9,0
loss,3,2,0,2,16,11,25
gain,4,5,1,2,20,4,18
gain,1,4,0,0,3,10,0
fit,1,5,1,2,20,18,20
fit,4,5,1,2,17,8,30
loss,3,4,1,2,18,0,20
loss,1,1,0,2,4,4,17
gain,4,2,1,0,4,2,0
gain,4,5,0,3,9,13,18
fit,1,5,0,2,14,10,18
loss,1,4,1,2,18,7,23
fit,1,1,0,0,0,0,13
loss,1,4,1,2,14,8,15
gain,4,5,1,3,19,17,40
fit,1,2,0,3,20,15,38
gain,4,3,1,2,20,22,34
loss,1,2,0,2,3,6,14
loss,1,3,0,2,16,0,0
loss,1,4,0,2,15,4,0
fit,4,5,1,2,20,17,33
gain,1,4,1,2,3,9,16
loss,4,3,1,2,18,4,18
fit,2,1,0,2,20,15,20
loss,1,1,1,2,0,2,0
gain,4,2,0,3,20,12,28
loss,1,5,0,2,16,0,19
loss,1,1,1,0,17,10,19
fit,1,2,0,0,12,9,0
fit,3,3,0,2,15,9,28
gain,4,2,1,2,0,10,16
loss,1,5,0,2,6,7,14
gain,4,4,0,2,10,16,25
loss,2,1,0,2,17,12,13
loss,1,4,1,0,19,12,16
loss,4,1,0,0,11,2,19
fit,1,3,0,2,20,5,17
loss,4,2,1,3,20,19,33
fit,1,3,0,0,7,7,15
fit,1,4,0,2,7,4,13
fit,4,5,1,2,16,8,18
gain,3,2,1,2,0,6,19
loss,4,3,0,3,11,14,22
gain,1,4,1,2,16,20,24
gain,1,5,0,3,16,8,31
loss,1,4,0,2,20,12,16
fit,4,4,0,2,17,11,26
loss,1,2,0,3,14,0,14
gain,4,1,0,2,11,7,15
loss,1,5,0,3,18,16,21
fit,2,4,1,2,20,13,20
gain,1,4,0,2,18,17,32
gain,1,1,1,2,8,5,24
loss,1,5,1,2,20,11,12
loss,1,1,1,2,2,8,33
fit,1,2,0,0,5,2,0
fit,1,4,1,3,20,8,10
gain,3,1,1,2,20,8,32
loss,1,4,0,2,19,5,15
gain,1,1,1,2,17,11,28
loss,4,3,1,2,17,2,27
gain,4,1,0,2,8,5,27
loss,1,2,0,0,2,0,0
loss,1,5,0,2,20,8,16
fit,1,5,1,2,20,21,21
loss,1,3,0,2,0,3,0
gain,4,4,1,2,17,15,31
fit,1,4,0,2,10,0,13
fit,4,2,1,2,20,5,17
fit,1,1,0,0,0,1,0
loss,1,2,0,0,13,7,7
gain,1,5,1,2,15,13,23
fit,1,2,0,2,5,6,12
gain,4,4,1,2,13,16,18
gain,4,4,1,3,20,22,31
loss,3,1,0,2,2,0,15
gain,4,5,1,1,19,11,32
gain,2,5,1,2,11,6,17
loss,1,4,1,2,20,8,28
gain,1,5,1,3,14,13,18
fit,1,4,0,3,19,12,29
fit,1,4,1,2,9,6,19
fit,1,5,0,2,17,10,20
gain,4,2,1,3,11,22,15
gain,1,2,1,2,18,5,0
fit,1,2,0,2,16,5,0
gain,1,3,0,2,5,9,22
fit,4,2,0,3,16,9,24
fit,1,5,0,2,6,11,21
gain,4,2,0,0,4,6,23
gain,4,2,0,3,10,10,20
loss,1,4,1,3,16,0,18
fit,1,5,1,2,14,7,14
loss,1,1,0,0,6,6,14
fit,4,5,0,0,14,8,20
gain,1,1,1,0,2,4,0
loss,3,5,0,2,13,7,15
gain,1,4,1,3,2,17,22
gain,3,1,1,3,9,22,0
loss,2,4,1,2,20,9,16
gain,4,4,0,0,12,22,20
fit,1,4,0,0,9,14,13
gain,4,5,0,3,7,10,15
loss,1,3,1,2,18,14,16
fit,4,2,1,2,18,8,17
loss,1,5,0,2,19,12,40
loss,1,1,0,0,5,0,0
gain,4,5,0,3,16,18,22
gain,1,5,0,2,8,2,0
gain,1,4,1,2,15,16,2
gain,1,4,1,2,12,0,19
loss,1,2,0,2,12,6,18
gain,4,2,1,2,20,9,34
fit,1,1,1,2,18,0,17
gain,4,4,0,2,17,22,24
gain,2,1,0,2,8,7,19
gain,4,1,0,3,11,9,23
fit,1,5,0,2,20,15,16
loss,1,4,1,0,0,3,14
loss,1,4,1,2,17,4,17
fit,1,1,0,0,4,0,15
gain,4,5,1,3,18,7,29
loss,1,1,0,2,16,11,0
gain,1,2,1,3,5,5,17
gain,1,1,1,2,3,21,27
fit,1,4,0,2,6,6,17
loss,1,4,0,2,6,0,13
fit,1,1,1,0,15,0,19
loss,1,2,0,3,12,5,0
loss,2,5,0,0,6,13,13
fit,1,4,0,2,8,0,13
fit,4,1,1,2,13,5,10
loss,1,2,0,2,17,9,0
gain,1,5,1,2,20,11,16
fit,1,2,0,2,10,6,15
gain,1,1,0,0,0,4,19
gain,3,4,1,2,14,12,29
gain,4,4,0,0,13,9,25
gain,1,3,1,2,18,13,30
loss,3,5,1,2,20,7,18
gain,4,3,1,2,20,13,26
gain,4,5,0,3,16,22,34
gain,1,5,1,2,15,7,0
loss,2,4,0,2,20,12,13
gain,1,3,1,2,0,1,27
gain,4,5,1,2,18,22,32
loss,1,1,0,0,9,0,0
fit,1,4,0,2,20,14,19
fit,1,2,0,0,0,0,14
gain,1,4,0,2,5,8,20
fit,1,1,0,1,15,9,24
loss,1,4,1,2,18,17,39
fit,1,2,0,3,8,4,0
fit,1,4,0,0,14,4,13
gain,4,5,1,2,20,14,22
fit,1,4,0,2,15,10,22
loss,1,4,1,2,20,2,15
fit,1,5,0,2,15,12,23
gain,4,4,1,2,14,18,36
gain,1,1,1,2,1,10,16
fit,1,1,0,0,17,12,16
loss,1,4,1,2,19,5,21
loss,1,1,0,2,10,0,0
loss,1,1,1,2,11,3,14
fit,2,1,0,2,20,9,24
loss,1,5,0,2,3,1,19
gain,1,3,0,0,4,5,19
gain,4,4,0,3,3,5,15
gain,1,3,0,2,8,13,25
fit,1,1,1,2,13,6,13
gain,4,1,1,2,11,3,0
loss,1,4,0,2,20,18,14
loss,1,5,1,2,20,2,12
fit,1,3,0,0,12,5,0
gain,2,5,0,3,20,17,23
gain,1,3,1,2,17,12,17
loss,1,3,0,2,20,3,23
loss,1,4,1,2,19,10,21
loss,1,1,0,0,17,0,16
gain,4,1,1,3,11,17,33
fit,4,4,1,3,20,22,28
gain,1,2,0,0,11,10,34
loss,1,5,1,2,14,16,23
fit,1,5,0,2,13,12,15
gain,3,1,0,3,14,16,19
fit,3,5,0,0,20,7,15
gain,1,3,1,2,18,9,20
loss,1,3,1,2,20,6,31
fit,4,5,0,0,13,4,0
gain,1,2,0,0,17,11,0
gain,4,4,1,2,1,5,18
fit,1,1,0,2,0,7,0
loss,1,3,1,2,11,0,0
fit,1,1,0,0,1,6,0
gain,4,2,0,2,19,10,20
loss,4,5,1,3,20,14,15
fit,1,2,0,2,10,9,13
loss,1,1,0,3,12,10,17
fit,4,4,1,2,20,22,24
fit,4,5,1,2,20,12,23
fit,4,4,1,2,17,10,0
loss,1,5,0,2,8,11,16
gain,1,4,1,2,13,13,20
gain,4,1,1,2,8,13,25
gain,4,4,0,2,0,10,14
gain,4,1,1,0,15,20,24
gain,4,1,0,0,13,9,0
gain,4,1,1,3,3,5,13
fit,4,4,0,3,10,8,17
fit,1,5,0,0,14,3,17
fit,4,4,0,2,20,9,17
loss,1,4,0,2,20,0,0
gain,1,3,1,3,2,20,17
gain,4,3,1,3,16,22,18
loss,3,1,1,3,15,0,18
gain,3,1,1,0,0,4,16
loss,1,4,1,2,9,4,12
fit,1,4,1,2,20,10,31
gain,4,4,0,2,13,7,18
gain,1,5,0,2,20,18,21
gain,4,5,1,3,8,18,23
loss,2,4,1,2,20,7,28
fit,1,2,0,0,4,3,0
loss,4,4,0,2,18,5,16
fit,4,3,0,2,5,7,18
fit,4,5,0,0,13,10,17
gain,4,1,1,3,5,9,1
loss,2,5,0,2,18,20,23
gain,1,2,0,0,1,0,15
gain,1,2,0,2,18,11,0
gain,4,5,0,3,13,20,18
gain,3,5,0,0,13,13,20
loss,1,1,0,2,17,0,13
fit,1,4,0,0,19,4,24
gain,4,1,1,3,0,11,5
loss,1,4,1,2,20,11,16
gain,1,4,1,2,20,22,31
gain,4,5,1,2,20,22,35
gain,1,2,0,0,0,1,16
gain,1,4,1,2,0,8,0
loss,1,3,0,2,4,0,0
loss,1,2,0,2,3,2,14
loss,1,1,1,2,10,6,16
loss,3,4,0,0,10,22,18
gain,1,5,1,3,9,7,29
fit,4,1,0,2,18,14,21
gain,1,4,0,3,6,6,13
gain,1,3,0,2,17,7,21
loss,4,1,1,0,7,7,0
gain,1,4,1,3,17,15,24
fit,1,1,0,2,12,11,15
loss,1,5,0,2,20,0,18
loss,1,4,1,2,20,2,13
fit,4,4,0,2,20,10,27
loss,4,3,1,2,18,0,23
loss,1,1,0,2,3,5,0
loss,1,1,0,2,17,0,28
fit,1,5,0,3,16,12,23
gain,1,4,1,2,16,14,33
loss,1,3,1,2,15,2,19
loss,1,1,1,2,20,1,0
fit,1,2,0,2,3,8,14
fit,1,4,0,2,13,8,0
loss,1,3,1,2,5,2,16
gain,4,5,1,2,17,22,31
fit,1,5,1,2,20,5,15
gain,1,1,0,2,15,8,21
loss,1,4,1,2,20,10,24
loss,1,3,0,2,18,3,0
gain,1,4,0,2,15,7,17
gain,2,4,1,2,8,4,12
gain,1,1,0,2,0,8,16
loss,1,4,0,2,20,9,30
gain,1,2,0,2,9,4,16
gain,1,1,1,2,11,20,0
loss,1,2,0,2,12,2,0
fit,4,4,0,2,20,5,20
fit,1,3,0,2,5,5,14
loss,1,4,1,2,20,10,20
gain,1,4,1,3,18,14,33
gain,4,5,1,2,13,12,31
fit,1,3,1,2,20,14,23
loss,1,4,1,2,12,0,14
loss,4,5,0,2,20,22,23
loss,1,1,0,2,17,0,20
gain,3,1,0,3,18,13,24
gain,2,5,1,2,20,22,16
fit,4,2,1,3,20,8,19
fit,4,2,0,2,20,21,25
gain,4,2,0,0,1,21,15
fit,4,2,0,2,7,9,14
loss,1,2,0,2,9,0,12
loss,1,4,1,2,17,3,12
fit,1,3,0,2,20,9,27
loss,1,4,1,2,20,1,14
fit,4,4,1,3,15,4,34
fit,1,2,0,0,11,12,0
gain,4,5,0,2,17,15,27
fit,1,3,1,2,18,15,26
gain,4,1,1,3,5,22,2
gain,1,2,0,0,0,8,0
fit,1,5,1,2,20,10,15
gain,1,1,0,2,0,2,0
gain,4,2,1,3,0,3,15
gain,1,2,0,2,0,3,0
loss,1,3,0,2,16,7,0
loss,1,4,0,0,11,1,0
gain,1,1,1,0,4,9,15
gain,1,3,1,2,13,7,20
gain,1,4,0,2,10,20,0
gain,3,4,1,3,7,7,17
fit,1,4,0,2,13,22,28
loss,1,2,0,2,19,2,12
gain,3,3,1,2,7,14,17
loss,1,4,1,2,13,9,13
fit,1,3,1,2,20,11,33
loss,1,4,1,2,15,1,19
loss,4,5,0,2,17,13,23
loss,1,4,0,2,20,5,18
loss,1,1,1,2,20,10,25
loss,4,4,1,2,20,14,24
gain,1,5,0,2,17,7,13
fit,4,2,0,0,16,11,26
loss,1,3,0,2,18,1,23
fit,1,2,0,0,12,6,0
loss,1,1,1,2,20,6,0
fit,1,4,1,2,6,12,18
fit,4,3,1,2,20,13,21
loss,1,2,0,2,1,1,20
gain,1,3,0,2,20,11,21
fit,1,5,1,2,20,14,18
gain,4,2,0,2,14,13,24
fit,1,2,1,2,19,4,0
gain,4,4,1,2,20,17,26
fit,1,2,0,0,3,0,12
fit,1,1,0,2,9,3,20
gain,1,1,1,2,6,2,15
loss,1,1,1,0,16,2,0
loss,1,5,1,2,18,12,19
gain,1,3,0,2,17,13,14
loss,1,2,0,2,15,5,19
gain,1,1,0,2,4,1,0
gain,4,3,0,2,20,22,28
gain,4,3,1,2,17,22,27
loss,4,5,0,2,18,10,26
fit,1,1,1,2,16,22,29
loss,4,4,0,2,20,5,12
loss,1,5,0,2,18,10,19
fit,3,5,0,2,20,16,21
fit,1,2,1,0,18,22,14
fit,1,5,0,3,20,15,22
loss,1,5,0,2,15,5,22
loss,1,2,0,0,20,6,23
loss,4,4,0,2,16,14,0
gain,1,4,0,2,1,13,22
gain,4,5,1,0,7,14,22
gain,1,3,1,0,4,20,0
gain,1,3,1,2,5,3,0
fit,1,4,1,2,16,9,13
loss,2,3,1,2,19,8,23
fit,4,5,0,2,1,8,18
gain,3,3,1,3,13,13,20
gain,3,3,0,0,0,9,0
loss,1,1,0,3,15,13,29
fit,1,4,0,2,20,22,19
loss,1,4,0,2,20,0,0
loss,1,2,0,2,12,3,16
fit,1,4,1,2,20,5,12
fit,1,2,1,2,16,3,0
fit,1,1,0,2,4,3,16
gain,4,1,1,2,17,4,18
fit,1,2,0,2,12,9,14
loss,1,1,0,2,7,0,0
gain,3,2,0,0,7,7,0
gain,4,1,1,0,10,3,4
loss,4,4,0,2,13,1,15
gain,1,5,0,2,9,16,37
gain,1,4,0,0,8,8,13
gain,1,2,0,2,4,4,17
gain,1,4,0,3,20,14,27
loss,1,4,1,2,20,9,26
fit,1,3,0,0,14,4,12
gain,1,3,1,2,7,0,15
fit,4,1,0,2,16,11,18
loss,1,2,0,0,12,0,0
gain,2,4,1,2,5,16,19
loss,1,5,0,2,7,3,16
fit,1,2,1,2,20,22,19
gain,4,1,1,2,4,4,0
gain,3,4,0,2,6,6,17
fit,1,3,1,2,15,19,27
loss,4,3,0,0,14,22,29
loss,4,5,0,2,20,14,29
gain,4,5,0,2,9,9,19
gain,4,2,1,2,20,13,36
fit,1,4,1,2,0,4,14
gain,4,5,1,4,20,22,40
loss,1,4,0,2,13,9,17
fit,4,5,0,3,17,7,20
loss,1,4,0,0,15,4,14
fit,1,4,1,2,20,22,30
loss,1,5,0,0,20,0,18
gain,1,4,0,2,18,13,13
gain,4,2,0,2,0,13,19
loss,4,5,0,2,15,8,0
gain,1,2,1,2,10,10,16
loss,2,2,0,0,14,3,15
gain,4,5,0,0,0,13,13
gain,4,2,0,0,15,4,14
gain,1,4,1,2,19,6,17
loss,1,4,0,2,17,7,11
gain,1,3,0,2,12,7,0
loss,1,1,1,2,14,0,14
gain,4,5,0,0,15,22,6
gain,4,4,0,2,17,13,23
fit,1,1,0,0,6,0,0
loss,1,4,1,3,17,10,24
fit,1,2,1,2,11,8,30
gain,1,1,0,0,14,2,0
fit,1,1,0,2,7,2,13
fit,1,5,0,2,20,2,0
loss,1,2,0,0,0,0,13
loss,4,2,1,0,17,9,20
fit,1,4,0,2,20,9,15
gain,4,5,1,2,20,14,22
loss,1,3,0,2,14,13,12
fit,1,2,0,2,15,8,16
fit,4,2,0,2,10,10,17
fit,1,5,0,2,5,10,0
gain,1,1,0,0,0,2,0
gain,4,4,1,2,20,22,29
gain,1,3,1,2,10,6,25
loss,1,5,0,2,18,12,16
fit,1,5,0,2,20,14,19
gain,3,4,0,2,9,10,11
fit,1,4,0,2,20,14,18
loss,1,4,1,2,20,19,24
loss,3,4,0,2,19,5,0
gain,1,5,1,2,18,12,22
gain,4,5,0,2,17,9,31
fit,1,4,0,2,20,7,14
fit,1,2,0,2,20,6,14
gain,1,5,0,0,0,8,0
gain,4,2,1,3,0,13,32
gain,1,1,0,2,5,0,15
fit,4,3,0,2,4,11,17
fit,1,5,1,2,7,3,15
fit,1,1,0,3,0,9,0
fit,4,2,0,0,10,11,0
gain,4,2,1,0,8,9,16
gain,4,5,1,2,20,7,29
loss,3,5,0,2,19,11,21
gain,4,4,1,2,12,18,16
gain,4,2,1,0,16,22,22
fit,1,1,0,0,3,1,0
gain,4,2,0,2,16,20,23
gain,1,5,0,3,13,22,17
fit,1,4,0,2,11,11,13
loss,1,2,0,2,9,1,18
fit,1,4,1,2,11,17,12
gain,1,5,0,0,0,9,16
gain,4,4,1,3,2,12,33
loss,4,4,0,2,20,10,26
loss,1,4,0,2,18,1,0
gain,3,4,1,2,20,16,24
loss,1,4,1,2,16,4,13
loss,2,2,1,2,9,3,15
loss,4,1,1,3,8,8,19
gain,2,1,0,0,0,0,0
gain,4,5,1,3,16,17,23
fit,1,1,1,2,12,15,14
loss,1,5,0,2,19,10,15
loss,1,1,0,2,17,0,0
loss,4,2,1,2,13,12,21
gain,1,4,1,2,11,22,17
gain,4,5,1,2,5,13,34
fit,1,1,0,0,8,11,18
gain,4,5,0,2,20,8,20
fit,1,4,0,2,11,10,23
loss,1,3,0,2,4,0,17
gain,1,1,1,0,12,17,0
gain,1,5,0,2,2,15,22
gain,1,5,0,0,10,9,17
fit,1,2,0,0,3,1,16
gain,1,3,1,2,5,7,19
gain,4,1,0,2,0,2,0
loss,1,4,0,2,18,7,16
fit,1,4,0,0,14,4,12
fit,1,5,1,2,20,13,15
loss,1,4,0,0,0,5,0
loss,1,1,1,2,20,12,26
gain,1,1,0,0,5,8,16
fit,1,5,0,2,12,14,24
gain,1,2,0,0,13,7,0
fit,1,3,0,2,20,7,32
fit,1,1,0,2,4,7,0
loss,1,2,1,2,14,9,17
fit,3,5,0,2,20,15,29
loss,1,2,0,2,6,0,17
gain,1,1,0,2,15,7,16
gain,4,3,1,0,7,7,12
gain,2,4,0,3,8,18,32
loss,1,3,1,2,18,18,19
gain,1,3,1,2,14,13,20
loss,4,4,1,0,17,11,23
fit,3,5,0,2,20,14,22
gain,2,4,0,2,18,11,19
gain,4,2,0,2,4,20,26
gain,4,1,0,0,12,16,0
fit,2,2,0,2,15,6,0
loss,1,1,1,2,16,2,18
loss,1,4,0,2,20,9,15
loss,1,4,1,2,18,11,15
loss,1,5,1,0,19,13,27
fit,4,4,0,2,18,16,23
fit,1,5,0,0,18,3,13
loss,1,4,1,2,20,0,16
gain,1,1,0,2,9,7,24
gain,1,4,1,2,15,7,18
loss,4,2,0,3,14,17,22
gain,3,5,0,2,12,19,35
gain,4,2,0,0,1,4,0
gain,4,4,1,2,15,13,20
gain,1,5,0,2,20,12,23
gain,4,2,0,3,10,22,25
gain,4,1,0,0,19,12,24
loss,1,3,0,2,5,8,29
fit,1,5,0,2,12,15,10
fit,1,1,0,2,18,7,0
gain,4,4,1,2,15,22,24
loss,3,3,0,2,11,18,40
fit,1,4,1,2,20,14,19
gain,1,1,1,0,8,6,16
gain,1,4,1,0,2,11,7
gain,4,5,1,0,9,13,26
loss,1,2,1,2,9,0,0
gain,2,2,0,3,0,3,15
fit,1,4,0,2,15,4,26
gain,4,4,1,2,7,11,32
gain,1,5,0,0,2,5,0
fit,1,2,1,0,1,2,15
loss,4,5,1,3,20,18,27
loss,1,2,0,2,18,7,25
fit,1,5,0,2,17,7,15
gain,3,1,0,0,0,6,25
gain,1,1,0,0,0,0,0
loss,4,4,0,2,19,3,20
gain,3,3,1,0,15,1,24
fit,4,5,1,2,20,8,21
loss,1,1,1,2,19,9,0
gain,4,2,0,3,16,10,20
fit,1,2,0,2,0,10,14
gain,1,4,0,2,16,10,17
fit,2,5,0,2,20,2,18
loss,4,5,1,2,20,13,32
gain,1,4,0,0,2,8,14
fit,3,4,1,2,20,14,24
fit,2,1,1,2,10,3,0
loss,1,2,0,2,15,6,13
gain,4,1,0,2,0,10,19
gain,4,4,1,2,20,19,32
gain,1,3,0,3,3,7,0
fit,1,5,0,2,17,13,22
gain,1,3,1,2,20,22,38
gain,1,3,1,2,7,5,0
fit,1,2,0,2,16,8,37
loss,1,3,1,2,14,3,0
gain,1,3,0,0,0,3,0
gain,4,1,0,0,16,9,18
gain,3,1,0,2,0,7,17
gain,4,2,0,0,15,15,29
gain,1,4,1,0,0,11,19
loss,1,1,0,2,13,2,24
fit,1,3,1,2,6,7,14
gain,2,1,0,2,2,0,16
loss,2,2,0,0,8,8,12
fit,1,5,1,3,16,7,16
gain,1,5,0,0,20,22,32
loss,4,2,1,2,16,22,29
gain,4,5,1,0,20,22,19
gain,1,2,0,2,6,7,17
gain,1,5,0,2,14,22,19
loss,1,5,0,2,4,5,13
loss,3,2,0,2,3,0,17
fit,1,4,0,2,16,12,17
loss,1,5,0,2,10,13,38
loss,1,3,1,2,11,13,16
